id_question,question,option1,option2,option3,option4,option5,option6,label,level
274006_1,"توفيت عن: أب، بنت وحيدة، ثلاثة أبناء ذكور.
ما نصيب الأب من تركة الأم؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) لا يرث,D,Beginner
145681_10,توفي عن أخ شقيق (1)، أخ من الأب (2)، بنت (7)، زوجة (1)، أخت من الأب (5): كم عدد الأسهم التي قسمت عليها التركة؟,A) 24,B) 12,C) 48,D) 168,E) 72,F) 96,D,Intermediate
130082_5,"توفي عن ورثة من الرجال: (ابن) العدد 1 (ابن ابن) العدد 4 (ابن ابن الابن) العدد 1 وورثة من النساء: (بنت) العدد 4 (بنت ابن) العدد 2 (بنت ابن ابن) العدد 1 (زوجة) العدد1
هل يرث أبناء الابن في هذه المسألة؟",A) نعم، يرثون بالتعصيب,B) نعم، يرثون بالفرض,C) لا، محجوبون حجب حرمان,D) لا، محجوبون حجب نقصان,E) نعم، يرثون بالرد,F) نعم، يرثون بالرحم,C,Beginner
225937_5,"توفي عن: أخ من الأم (1)، ابن عم من الأب (3)
كم عدد أسهم أبناء العم من الأب مجتمعين؟",A) 3,B) 5,C) 6,D) 15,E) 18,F) 1,D,Intermediate
113957_4,توفي عن شقيقين وشقيقتين وبنت أخ متوفى: كم عدد الأسهم لكل شقيقة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
176385_2,"توفي عن (ابن) العدد 2، (أخ شقيق) العدد 7، (أم) العدد 1، (بنت) العدد 1، (أخت شقيقة) العدد 1.
ما نصيب البنت من التركة؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) لا شيء,D,Beginner
175869_1,"توفي عن أخ من الأب، وأخ من الأم، وبنت واحدة.
ما نصيب البنت؟",A) الثلث,B) الربع,C) النصف,D) السدس,E) الثلثان,F) لا شيء,C,Beginner
376321_4,"توفي عن: 4 أبناء، 3 بنات، 1 زوجة
كم عدد أسهم كل بنت؟",A) 7,B) 11,C) 14,D) 21,E) 56,F) 88,A,Intermediate
342802_4,توفي عن زوجة وأربعة أبناء وبنتين. إذا قُسمت التركة على ثمانين سهماً، فكم سهماً يكون نصيب كل بنت من البنتين؟,A) 14 سهماً,B) 10 أسهم,C) 7 أسهم,D) 56 سهماً,E) 80 سهماً,F) 1 سهماً,C,Intermediate
261295_1,توفي عن: أخ شقيق (1)، أخ من الأب (5)، ابن أخ شقيق (5)، ابن أخ من الأب (50)، بنت (2)، زوجة (1)، أخت شقيقة (1)، أخت من الأب (5). ما هو النصيب النهائي لكل وارث من التركة؟,A) بنتان: 36 سهما، زوجة: 9 أسهم، شقيق: 18 سهما، شقيقة: 9 أسهم,B) بنتان: 48 سهما، زوجة: 8 أسهم، شقيق: 10 أسهم، شقيقة: 6 أسهم,C) بنتان: 48 سهما، زوجة: 9 أسهم، شقيق: 10 أسهم، شقيقة: 5 أسهم,D) بنتان: 40 سهما، زوجة: 10 أسهم، شقيق: 15 سهما، شقيقة: 7 أسهم,E) بنتان: 50 سهما، زوجة: 9 أسهم، شقيق: 8 أسهم، شقيقة: 5 أسهم,F) بنتان: 48 سهما، زوجة: 9 أسهم، شقيق: 12 سهما، شقيقة: 3 أسهم,C,Advanced
355930_4,"توفي عن ولدين وبنتين وزوجة.
كيف توزع الشفعة عند تعدد الشركاء من الورثة في العقار الموروث ؟",A) توزع بالتساوي بين جميع الورثة.,B) توزع حسب عدد رؤوس الورثة.,C) توزع على قدر الأنصباء في العقار الموروث.,D) توزع على الذكور فقط.,E) توزع على الإناث فقط.,F) توزع على من يسكن في العقار.,C,Beginner
115721_2,"توفي عن أم وزوجة وأربع بنات وخمسة أشقاء وأربع شقيقات
ما نصيب الزوجة؟",A) الثمن,B) السدس,C) الربع,D) النصف,E) الثلث,F) لا ترث,A,Beginner
202996_5,"توفي عن أم وعم وأخت شقيقة.
كم عدد أسهم الأخت الشقيقة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) ثمانية أسهم,C,Intermediate
283534_2,توفي عن أم و 3 أبناء و 3 بنات وعم: هل يرث الأبناء؟,A) نعم يرثون,B) لا يرثون,C) يرثون فقط إذا كانوا فقراء,D) يرثون فقط بعد وفاة الأم,E) لا يرثون لوجود العم,F) لا يرثون لوجود البنات,A,Beginner
54468_3,توفيت عن زوج، أخت متوفاة ولها ابن، ابن ابن عم شقيق، أولاد أعمام غير أشقاء: ما نصيب ابن الأخت؟,A) النصف,B) الربع,C) الثلث,D) السدس,E) الكل,F) لا يرث,F,Beginner
158145_4,"توفي عن: (ابن) العدد 2، (ابن ابن) العدد 1، (بنت) العدد 1، (بنت ابن) العدد 4، (أخت شقيقة) العدد 4.
ما هو نصيب ابن الابن؟",A) يرث بالتعصيب,B) يرث بالفرض,C) لا شيء له,D) يرث مع البنت,E) يرث مع الأخت الشقيقة,F) يرث مع بنات الابن,C,Beginner
337897_7,توفي عن رجل مات وله: زوجة، وخمسة إخوة لأب، وأختين لأب، وأختين لأم. كم عدد أسهم الأخ الواحد لأب من أصل مائة وأربعة وأربعين سهمًا؟,A) 5,B) 10,C) 12,D) 24,E) 36,F) 60,B,Intermediate
107455_1,توفي عن أخ من الأب، وأخوين شقيقين، وثلاث أخوات شقيقات: ما نصيب الأخ من الأب من التركة؟,A) السدس,B) الثلث,C) النصف,D) لا يرث شيئا,E) الربع,F) الباقي تعصيبا,D,Beginner
102446_3,"توفي عن أختين شقيقتين وأولاد أخ شقيق توفي قبله (ذكور وإناث) وأولاد أخت شقيقة توفيت قبله (كلهن بنات)
ما نصيب أولاد الأخ الشقيق الإناث؟",A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) لا شيء لهن,F,Beginner
375301_6,"توفي عن أم، بنت عدد 2، زوجة، أخ شقيق عدد 2، ابن أخ شقيق عدد 3، أخت شقيقة.
كم عدد أسهم البنتين من مجموع الأسهم؟",A) 15,B) 20,C) 80,D) 40,E) 1,F) 2,C,Intermediate
411601_3,توفي عن أربعة أبناء، وزوجة، وثلاث بنات. كم عدد أسهم الزوجة؟,A) سبعة,B) أحد عشر,C) أربعة عشر,D) واحد,E) ثمانية وثمانين,F) ستة وخمسون,B,Intermediate
261718_4,"توفي عن ورثة من الرجال: (ابن) العدد 7 (أخ شقيق) العدد 1. ورثة من النساء : (بنت) العدد 4 (زوجة) العدد 2 (أخت شقيقة) العدد 1.
كم عدد الأسهم التي تحصل عليها كل زوجة؟",A) أربعة أسهم,B) ستة أسهم,C) ثمانية أسهم,D) تسعة أسهم,E) عشرة أسهم,F) اثنا عشر سهمًا,D,Intermediate
464572_2,"توفي عن زوجة وبنت وإخوة لأب وإخوة لأم.
ما نصيب البنت؟",A) الربع,B) الثمن,C) السدس,D) النصف,E) الثلثين,F) لا ترث,D,Beginner
177667_1,توفي عن: ابن (1)، بنت (6)، زوجة (1). ما هو نصيب الزوجة؟,A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,C,Beginner
136978_1,توفيت عن زوج، و3 بنات، وأخ من الأب، وأخت من الأب. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوج: ستة أسهم، البنات: أربعة وعشرون سهما، الأخ من الأب: أربعة أسهم، الأخت من الأب: سهمان.,B) الزوج: تسعة أسهم، البنات: ثمانية عشر سهما، الأخ من الأب: ستة أسهم، الأخت من الأب: ثلاثة أسهم.,C) الزوج: تسعة أسهم، البنات: سبعة وعشرون سهما، الأخ من الأب: لا شيء، الأخت من الأب: لا شيء.,D) الزوج: تسعة أسهم، البنات: أربعة وعشرون سهما، الأخ من الأب: سهمان، الأخت من الأب: سهم.,E) الزوج: تسعة أسهم، البنات: اثنا عشر سهما، الأخ من الأب: عشرة أسهم، الأخت من الأب: خمسة أسهم.,F) الزوج: اثنا عشر سهما، البنات: أربعة وعشرون سهما، الأخ من الأب: لا شيء، الأخت من الأب: لا شيء.,D,Advanced
168775_1,توفي رجل عن زوجة وولد وبنت منه، وله ولد لزوجته السابقة من زوج آخر قام بتربيته والإنفاق عليه. ما هو نصيب الولد الذي ليس ابنا للرجل من الميراث؟,A) يرث بالفرض,B) يرث بالتعصيب,C) يرث بالوصية الواجبة,D) لا يرث,E) يرث جزءاً يحدده القاضي,F) يرث بالولاء,D,Beginner
427036_1,"بيت كان لأم، اشترى أحد الإخوة أنصبة جميع إخوته إلا نصيب أخ واحد يسكن معه في البيت.
ما الحكم إذا رضي الأخ الذي لم يبع نصيبه ببيع نصيبه من البيت؟",A) لا يجوز شراء نصيبه ولا مطالبته بالخروج.,B) يجوز شراء نصيبه ومطالبته بالخروج.,C) يجب قسمة البيت ولا يجوز شراء نصيبه.,D) يجب بيع البيت كاملاً وتقسيم الثمن.,E) يجوز ذلك فقط إذا كان الأخ يصلي ويصوم.,F) لا علاقة لرضاه بالحكم الشرعي.,B,Beginner
398326_3,"توفي عن زوجة وستة أبناء وثلاث بنات.
هل يلزم البنت أن تنتظر حتى تطالب الإناث الأخريات بنصيبهن قبل أن تطلب قسمها؟",A) نعم، يلزمها ذلك شرعاً.,B) نعم، يلزمها ذلك عرفاً في بعض المجتمعات.,C) لا يلزمها أن تنتظر حتى يطالب غيرها من الورثة بنصيبه،,D) يلزمها ذلك فقط إذا كانت التركة عقارات.,E) يلزمها ذلك فقط إذا كانت التركة أموالاً سائلة.,F) يلزمها ذلك فقط إذا كان هناك نزاع بين الورثة.,C,Beginner
213991_8,توفي عن زوجة وابنتين وأب وأم، وترك تركة قدرها 1000 ريال: كم نصيب كل بنت من التركة؟,A) 148.14 ريال,B) 200 ريال,C) 250 ريال,D) 296.29 ريال,E) 333.33 ريال,F) 592.58 ريال,D,Advanced
464896_1,"توفيت عن: أخت شقيقة (العدد 1)، ابن أخ شقيق (العدد 1)، أبناء (نساء ورجال) لشقيقين توفيا حال حياة الموروثة.
ما نصيب الأخت الشقيقة؟",A) الربع,B) الثلث,C) النصف,D) الثلثان,E) الكل,F) لا شيء,C,Beginner
133714_4,توفي عن ثلاثة إخوة ذكور. كان الأخ الأكبر قد دفع مبلغ 10000 ج للأخ الأصغر في حياة الأب. هل هذا المبلغ يؤثر على حق الأخ الأصغر في الميراث من الأب بعد وفاته؟,A) نعم، يؤثر وينقص من نصيب الأخ الأصغر في الميراث.,B) لا، لا يؤثر على حق الأخ الأصغر في الميراث.,C) نعم، يؤثر ويسقط حق الأخ الأصغر في الميراث بالكامل.,D) نعم، يؤثر ويزيد من نصيب الأخ الأكبر في الميراث.,E) لا، لا يؤثر إلا إذا كان هناك اتفاق موثق بذلك.,F) نعم، يؤثر إذا كان يعتبر سلفة من الميراث.,B,Beginner
71760_1," رجل توفي وترك زوجة بدون أولاد , وأختا لأب وأمّ , وأختا أخرى لأب , وأخا لأب من أم أخرى .
ما نصيب الزوجة؟",A) الثمن,B) الربع,C) النصف,D) الثلث,E) السدس,F) لا ترث,B,Beginner
479716_7,توفيت عن أخت شقيقة واحدة، وأختين من أم توفيتا قبلها، وستة إخوة من أب أحدهم توفي قبلها، وثلاث أخوات من أب واحدة توفيت قبلها. كم عدد أسهم الأخت الواحدة من الأب؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
193387_11,"توفي عن أب، أخ شقيق (1)، عم شقيق للأب (1)، ابن عم شقيق (1)، بنت (1)، زوجة (1)، أخت شقيقة (2).
من الذي حجب الأخ الشقيق حجب حرمان؟",A) البنت,B) الزوجة,C) الأب,D) الأخت الشقيقة,E) ابن العم الشقيق,F) العم الشقيق للأب,C,Beginner
133395_10,"توفي عن: أم (1)، بنت (1)، زوجة (1)، أخت شقيقة (6)، عم شقيق (1). التركة مقسمة على مائة وأربعة وأربعين سهما.
كم سهما للعم الشقيق؟",A) 24,B) 18,C) 72,D) 5,E) 30,F) 0,F,Intermediate
